ASSISTANCE_YEAR,ASSISTANCE_TERM,UNIVERSITY,AGE,COUNTY,NUMBER_OF_STUDENTS
2019,2,Çanakkale Onsekiz Mart Üniversitesi,19,GAZİOSMANPAŞA,2
2020,1,Tokat Gaziosmanpaşa,19,TUZLA,1
2020,1,Akdeniz Üniversitesi,19,BEŞİKTAŞ,1
2020,1,Ege Üniversitesi,21,ÇEKMEKÖY,1
2019,2,İstanbul Teknik Üniversitesi,22,ZEYTİNBURNU,1
2019,2,İstanbul Üniversitesi,24,EYÜPSULTAN,3
2019,2,İstanbul Üniversitesi,21,ATAŞEHİR,5
2019,2,İstanbul Okan Üniversitesi,23,BÜYÜKÇEKMECE,1
2020,1,Altınbaş Üniversitesi,20,BAHÇELİEVLER,1
2020,1,İstanbul Yeni Yüzyıl Üniversitesi,20,SARIYER,1
2020,1,Aksaray Üniversitesi,21,SANCAKTEPE,1
2020,1,Hacettepe Üniversitesi,20,ATAŞEHİR,1
2019,2,Kocaeli Üniversitesi,21,ESENLER,5
2019,2,Marmara Üniversitesi,19,BEŞİKTAŞ,1
2019,1,Altınbaş Üniversitesi,21,ZEYTİNBURNU,1
2019,2,Karadeniz Teknik Üniversitesi,19,PENDİK,1
2019,1,İstanbul Esenyurt Üniversitesi,20,ESENYURT,6
2020,1,Recep Tayyip Erdoğan,18,SULTANGAZİ,1
2019,1,İstanbul Üniversitesi,19,KAĞITHANE,3
2019,2,İzmir Yüksek Teknoloji Enstitüsü,21,MALTEPE,1
2019,2,Çanakkale Onsekiz Mart Üniversitesi,20,BEŞİKTAŞ,2
2019,1,İstanbul Rumeli Üniversitesi,19,MALTEPE,1
2019,1,Tekirdağ Namık Kemal,20,BÜYÜKÇEKMECE,3
2020,1,Burdur Mehmet Akif Ersoy Üniversitesi,19,FATİH,1
2020,1,İstanbul Ayvansaray Üniversitesi,24,BAŞAKŞEHİR,1
2020,1,Afyonkarahisar Sağlık Bilimleri Üniversitesi,21,ÜMRANİYE,1
2019,1,Yıldız Teknik Üniversitesi,20,PENDİK,6
2020,1,Kırıkkale Üniversitesi,18,GÜNGÖREN,1
2020,1,Atatürk Üniversitesi,23,PENDİK,6
2020,1,İskenderun Teknik Üniversitesi,22,ÜSKÜDAR,1
2020,1,Gazi Üniversitesi,19,SANCAKTEPE,1
2019,2,Sakarya Üniversitesi,21,GÜNGÖREN,2
2020,1,İstanbul Ayvansaray Üniversitesi,21,SULTANBEYLİ,1
2019,2,İstanbul Gelişim Üniversitesi,21,EYÜPSULTAN,1
2019,2,Fatih Sultan Mehmet Vakıf Üniversitesi,21,ÜSKÜDAR,1
2019,2,Ankara Üniversitesi,21,BAĞCILAR,1
2020,1,Kocaeli Üniversitesi,20,SİLİVRİ,2
2020,1,Sakarya Uygulamalı Bilimler Üniversitesi,21,BEYKOZ,2
2019,1,Muğla Sıtkı Koçman Üniversitesi,22,ESENYURT,3
2020,1,İstanbul Üniversitesi,18,ESENLER,2
2020,1,Galatasaray Üniversitesi,21,BEŞİKTAŞ,1
2019,1,Kırıkkale Üniversitesi,25,EYÜPSULTAN,1
2019,2,Ege Üniversitesi,21,AVCILAR,2
2020,1,Karadeniz Teknik Üniversitesi,22,ATAŞEHİR,3
2019,2,Gaziantep Üniversitesi,24,ESENYURT,1
2020,1,Bahçeşehir Üniversitesi,22,ÜSKÜDAR,1
2019,2,İstanbul Gedik Üniversitesi,20,BEYOĞLU,1
2019,2,Aksaray Üniversitesi,21,SULTANBEYLİ,1
2019,2,Marmara Üniversitesi,26,KADIKÖY,1
2020,1,Ege Üniversitesi,19,TUZLA,1
2019,1,Kahramanmaraş Sütçü İmam Üniversitesi,22,BAHÇELİEVLER,1
2019,1,Ordu Üniversitesi,22,ESENLER,2
2019,2,İstanbul Üniversitesi-Cerrahpaşa,25,BEYKOZ,1
2020,1,İstanbul 29 Mayıs Üniversitesi,19,ÜMRANİYE,1
2020,1,Eskişehir Osmangazi Üniversitesi,20,ŞİŞLİ,1
2020,1,Yıldız Teknik Üniversitesi,21,TUZLA,4
2020,1,Kütahya Dumlupınar Üniversitesi,22,BAHÇELİEVLER,2
2019,1,İstanbul Medipol Üniversitesi,22,ATAŞEHİR,2
2020,1,Kırklareli Üniversitesi,21,ARNAVUTKÖY,9
2020,1,Beykoz Üniversitesi,20,BEYKOZ,1
2020,1,Bartın Üniversitesi,20,TUZLA,3
2020,1,Marmara Üniversitesi,17,SANCAKTEPE,1
2020,1,Sivas Cumhuriyet Üniversitesi,21,SULTANGAZİ,1
2019,1,Yıldız Teknik Üniversitesi,21,SULTANGAZİ,6
2020,1,Akdeniz Üniversitesi,21,ZEYTİNBURNU,1
2019,1,Sakarya Üniversitesi,20,BAHÇELİEVLER,3
2019,1,Amasya Üniversitesi,20,ÇEKMEKÖY,1
2019,1,Boğaziçi Üniversitesi,21,ÜMRANİYE,1
2020,1,İstanbul Kent Üniversitesi,21,ESENYURT,1
2020,1,Demiroğlu Bilim Üniversitesi,21,ŞİŞLİ,1
2020,1,İstanbul Teknik Üniversitesi,18,SANCAKTEPE,1
2019,2,Yıldız Teknik Üniversitesi,23,AVCILAR,6
2020,1,Trakya Üniversitesi,21,ESENYURT,26
2019,1,Muğla Sıtkı Koçman Üniversitesi,19,BAĞCILAR,1
2020,1,Kırklareli Üniversitesi,22,ÇEKMEKÖY,2
2019,1,Doğuş Üniversitesi,21,BEYOĞLU,1
2020,1,Sakarya Üniversitesi,23,MALTEPE,2
2020,1,İstanbul Üniversitesi-Cerrahpaşa,23,KÜÇÜKÇEKMECE,10
2020,1,Kastamonu Üniversitesi,20,TUZLA,2
2019,1,Kastamonu Üniversitesi,23,KÜÇÜKÇEKMECE,1
2020,1,İstanbul Üniversitesi-Cerrahpaşa,24,ŞİŞLİ,2
2020,1,İstanbul Arel Üniversitesi,20,BEYLİKDÜZÜ,2
2020,1,Nişantaşı Üniversitesi,23,BAĞCILAR,2
2019,2,Sivas Cumhuriyet Üniversitesi,21,ÜSKÜDAR,1
2020,1,Düzce Üniversitesi,19,BÜYÜKÇEKMECE,4
2019,2,Afyon Kocatepe Üniversitesi,23,KARTAL,1
2020,1,Alanya Alaaddin Keykubat Üniversitesi,22,BAĞCILAR,1
2020,1,Yıldız Teknik Üniversitesi,24,SULTANGAZİ,2
2019,2,Afyonkarahisar Sağlık Bilimleri Üniversitesi,21,ESENYURT,1
2019,2,Yıldız Teknik Üniversitesi,19,PENDİK,1
2020,1,Kocaeli Üniversitesi,23,SULTANBEYLİ,8
2020,1,Karabük Üniversitesi,20,GAZİOSMANPAŞA,3
2019,2,Girne Amerikan Üniversitesi,25,ESENYURT,1
2020,1,İstanbul Medeniyet Üniversitesi,25,GÜNGÖREN,1
2019,2,Eskişehir Teknik Üniversitesi,21,BEYOĞLU,1
2019,2,Sivas Cumhuriyet Üniversitesi,24,ESENLER,1
2020,1,Bursa Uludağ Üniversitesi,19,BAYRAMPAŞA,1
2020,1,Gümüşhane Üniversitesi,23,SANCAKTEPE,1
2020,1,Alanya Alaaddin Keykubat Üniversitesi,19,GAZİOSMANPAŞA,1
2020,1,Hacettepe Üniversitesi,20,ARNAVUTKÖY,1
2019,2,Süleyman Demirel Üniversitesi,23,SULTANBEYLİ,2
2019,2,Bayburt Üniversitesi,22,AVCILAR,2
2019,2,Tokat Gaziosmanpaşa,22,ÜSKÜDAR,1
2020,1,Mimar Sinan Güzel Sanatlar Üniversitesi,23,BAŞAKŞEHİR,1
2020,1,Nişantaşı Üniversitesi,20,KADIKÖY,1
2020,1,Çanakkale Onsekiz Mart Üniversitesi,25,SULTANGAZİ,1
2020,1,Boğaziçi Üniversitesi,22,GAZİOSMANPAŞA,3
2019,1,Giresun Üniversitesi,22,KÜÇÜKÇEKMECE,1
2020,1,Trakya Üniversitesi,22,BAHÇELİEVLER,17
2019,1,Manisa Celâl Bayar Üniversitesi,22,SULTANBEYLİ,1
2019,1,İstanbul Medeniyet Üniversitesi,23,SULTANGAZİ,2
2020,1,Düzce Üniversitesi,20,KAĞITHANE,2
2020,1,İstanbul Yeni Yüzyıl Üniversitesi,22,ESENYURT,1
2019,1,İstanbul Üniversitesi-Cerrahpaşa,23,GAZİOSMANPAŞA,5
2020,1,Ondokuz Mayıs Üniversitesi,23,GAZİOSMANPAŞA,2
2019,2,Karamanoğlu Mehmetbey Üniversitesi,24,AVCILAR,1
2019,2,Balıkesir Üniversitesi,24,ATAŞEHİR,1
2019,2,Kastamonu Üniversitesi,25,GAZİOSMANPAŞA,1
2019,2,Çanakkale Onsekiz Mart Üniversitesi,21,ÜMRANİYE,3
2020,1,Karabük Üniversitesi,19,MALTEPE,1
2019,2,Hitit Üniversitesi,20,EYÜPSULTAN,1
2019,1,Anadolu Üniversitesi,22,TUZLA,1
2019,1,Hacettepe Üniversitesi,20,BAĞCILAR,2
2019,1,İstanbul Teknik Üniversitesi,22,SULTANGAZİ,2
2020,1,Kastamonu Üniversitesi,23,SULTANGAZİ,2
2019,2,Kocaeli Üniversitesi,19,TUZLA,1
2019,1,Atatürk Üniversitesi,19,GAZİOSMANPAŞA,1
2019,2,Yıldız Teknik Üniversitesi,20,BAŞAKŞEHİR,2
2019,2,Hacettepe Üniversitesi,22,ESENYURT,1
2019,2,Amasya Üniversitesi,20,ZEYTİNBURNU,1
2019,2,Yıldız Teknik Üniversitesi,22,KÜÇÜKÇEKMECE,7
2020,1,Necmettin Erbakan Üniversitesi,20,ÜMRANİYE,2
2020,1,İstanbul Kent Üniversitesi,20,ESENYURT,1
2020,1,İstanbul Üniversitesi-Cerrahpaşa,23,ŞİŞLİ,7
2019,2,Mimar Sinan Güzel Sanatlar Üniversitesi,20,SARIYER,1
2020,1,Sabancı Üniversitesi,18,TUZLA,1
2020,1,Yıldız Teknik Üniversitesi,22,GÜNGÖREN,29
2019,2,Kastamonu Üniversitesi,22,ESENYURT,5
2019,2,Sakarya Üniversitesi,20,PENDİK,16
2019,2,Afyon Kocatepe Üniversitesi,19,PENDİK,1
2019,1,Necmettin Erbakan Üniversitesi,21,ÜSKÜDAR,1
2019,2,Selçuk Üniversitesi,20,ÇEKMEKÖY,1
2019,1,Yıldız Teknik Üniversitesi,20,ÜMRANİYE,8
2020,1,İstanbul Sabahattin Zaim Üniversitesi,20,KAĞITHANE,2
2019,2,Yıldız Teknik Üniversitesi,20,ZEYTİNBURNU,5
2019,2,İstanbul Üniversitesi-Cerrahpaşa,20,MALTEPE,1
2019,1,Nişantaşı Üniversitesi,22,ESENYURT,1
2020,1,Kocaeli Üniversitesi,22,MALTEPE,14
2019,2,Yeditepe Üniversitesi,21,BÜYÜKÇEKMECE,1
2020,1,Erzincan Binali Yıldırım Üniversitesi,21,MALTEPE,1
2020,1,Osmaniye Korkut Ata Üniversitesi,23,ZEYTİNBURNU,1
2019,2,Bandırma Onyedi Eylül,21,ESENYURT,3
2020,1,Tokat Gaziosmanpaşa,19,ARNAVUTKÖY,1
2020,1,Aydın Adnan Menderes,20,AVCILAR,2
2019,1,Tarsus Üniversitesi,21,BAŞAKŞEHİR,1
2019,1,Tekirdağ Namık Kemal,19,BÜYÜKÇEKMECE,1
2019,1,Gazi Üniversitesi,21,PENDİK,1
2020,1,Harran Üniversitesi,23,KÜÇÜKÇEKMECE,1
2019,2,İstanbul Üniversitesi,22,SULTANGAZİ,10
2019,2,Karabük Üniversitesi,19,SARIYER,1
2019,1,Bandırma Onyedi Eylül,21,KÜÇÜKÇEKMECE,4
2020,1,Gümüşhane Üniversitesi,21,SULTANGAZİ,1
2019,1,İstanbul Üniversitesi,26,BEYOĞLU,1
2019,1,İstanbul Kültür Üniversitesi,23,KARTAL,1
2019,2,İstanbul Teknik Üniversitesi,22,KARTAL,2
2020,1,Ankara Hacı Bayram Veli Üniversitesi,20,SULTANGAZİ,1
2019,1,İstanbul Teknik Üniversitesi,21,BAŞAKŞEHİR,8
2020,1,İstanbul Bilgi Üniversitesi,22,SARIYER,2
2020,1,Bursa Teknik Üniversitesi,20,ZEYTİNBURNU,1
2020,1,Düzce Üniversitesi,19,KAĞITHANE,3
2019,2,İstanbul Üniversitesi,21,ÇEKMEKÖY,3
2020,1,Karadeniz Teknik Üniversitesi,19,ADALAR,1
2019,2,Karadeniz Teknik Üniversitesi,21,KARTAL,2
2019,2,Niğde Ömer Halisdemir,19,AVCILAR,1
2020,1,Yozgat Bozok Üniversitesi,21,EYÜPSULTAN,1
2019,1,Haliç Üniversitesi,24,PENDİK,1
2020,1,İstanbul Üniversitesi-Cerrahpaşa,20,ZEYTİNBURNU,14
2019,2,Kastamonu Üniversitesi,19,BAĞCILAR,3
2019,2,İstanbul Bilgi Üniversitesi,21,SULTANBEYLİ,1
2020,1,Karadeniz Teknik Üniversitesi,21,ARNAVUTKÖY,3
2020,1,Demiroğlu Bilim Üniversitesi,20,ŞİŞLİ,1
2019,2,Karadeniz Teknik Üniversitesi,20,ZEYTİNBURNU,1
2020,1,Zonguldak Bülent Ecevit Üniversitesi,19,SULTANGAZİ,2
2019,2,İstanbul Medipol Üniversitesi,20,ATAŞEHİR,4
2019,1,Bursa Uludağ Üniversitesi,20,ESENYURT,3
2020,1,Erzurum Teknik Üniversitesi,25,ARNAVUTKÖY,1
2020,1,Kırklareli Üniversitesi,23,EYÜPSULTAN,1
2019,2,İstanbul Medeniyet Üniversitesi,24,KÜÇÜKÇEKMECE,3
2020,1,Ege Üniversitesi,22,SANCAKTEPE,2
2020,1,Sağlık Bilimleri Üniversitesi,18,ESENLER,6
2020,1,Hacettepe Üniversitesi,20,PENDİK,1
2019,2,Yıldız Teknik Üniversitesi,24,SULTANBEYLİ,1
2020,1,Sakarya Üniversitesi,20,BEYLİKDÜZÜ,2
2019,1,Selçuk Üniversitesi,19,TUZLA,1
2019,1,Tokat Gaziosmanpaşa,21,AVCILAR,1
2019,2,İstanbul Teknik Üniversitesi,21,ZEYTİNBURNU,1
2019,2,Kocaeli Üniversitesi,24,KAĞITHANE,2
2020,1,Bartın Üniversitesi,21,GÜNGÖREN,2
2019,2,Trakya Üniversitesi,19,PENDİK,1
2019,1,Niğde Ömer Halisdemir,21,ŞİŞLİ,1
2020,1,Aydın Adnan Menderes,23,GAZİOSMANPAŞA,1
2020,1,Akdeniz Üniversitesi,19,BAŞAKŞEHİR,1
2019,2,Haliç Üniversitesi,21,SULTANBEYLİ,1
2020,1,Erzincan Binali Yıldırım Üniversitesi,19,BEYLİKDÜZÜ,1
2020,1,İstanbul Medipol Üniversitesi,24,KADIKÖY,1
2020,1,İnönü Üniversitesi,24,ÜMRANİYE,2
2020,1,Dokuz Eylül Üniversitesi,21,SULTANBEYLİ,4
2019,2,Bilecik Şeyh Edebali Üniversitesi,23,TUZLA,1
2020,1,Ankara Üniversitesi,18,KÜÇÜKÇEKMECE,2
2020,1,İstanbul Üniversitesi,21,BEYLİKDÜZÜ,10
2020,1,Siirt Üniversitesi,24,BAĞCILAR,1
2019,2,İstanbul Gelişim Üniversitesi,22,BEYOĞLU,1
2020,1,Bursa Uludağ Üniversitesi,20,BEYKOZ,2
2020,1,Artvin Çoruh Üniversitesi,21,PENDİK,1
2019,1,Karamanoğlu Mehmetbey Üniversitesi,20,PENDİK,1
2020,1,Konya Teknik Üniversitesi,21,ESENLER,1
2020,1,Balıkesir Üniversitesi,19,KADIKÖY,1
2019,1,Dokuz Eylül Üniversitesi,24,BEYLİKDÜZÜ,1
2020,1,Ankara Yıldırım Beyazıt Üniversitesi,21,SULTANBEYLİ,1
2020,1,Haliç Üniversitesi,23,KAĞITHANE,1
2020,1,Van Yüzüncü Yıl Üniversitesi,21,ESENYURT,3
2020,1,Akdeniz Üniversitesi,19,ÜMRANİYE,1
2019,2,Mimar Sinan Güzel Sanatlar Üniversitesi,21,KAĞITHANE,2
2019,2,Sivas Cumhuriyet Üniversitesi,21,SULTANBEYLİ,2
2020,1,Amasya Üniversitesi,20,BAHÇELİEVLER,2
2020,1,Harran Üniversitesi,20,BAŞAKŞEHİR,1
2019,2,Ankara Yıldırım Beyazıt Üniversitesi,21,SANCAKTEPE,1
2019,2,Karabük Üniversitesi,22,ŞİLE,1
2020,1,Karadeniz Teknik Üniversitesi,20,TUZLA,3
2020,1,Kastamonu Üniversitesi,20,ATAŞEHİR,1
2019,2,Sakarya Uygulamalı Bilimler Üniversitesi,20,TUZLA,1
2020,1,İstanbul Gelişim Üniversitesi,19,ÜSKÜDAR,1
2019,2,İstanbul Şehir Üniversitesi,22,KARTAL,1
2020,1,Ondokuz Mayıs Üniversitesi,21,SULTANBEYLİ,2
2020,1,Acıbadem Mehmet Ali Aydınlar Üniversitesi,20,SARIYER,1
2019,2,Anadolu Üniversitesi,22,PENDİK,1
2019,2,Pamukkale Üniversitesi,24,PENDİK,1
2020,1,Kırklareli Üniversitesi,19,TUZLA,1
2019,1,Anadolu Üniversitesi,22,ARNAVUTKÖY,1
2020,1,Alanya Alaaddin Keykubat Üniversitesi,19,BAYRAMPAŞA,1
2019,2,Bandırma Onyedi Eylül,22,SULTANBEYLİ,4
2020,1,Manisa Celâl Bayar Üniversitesi,19,SULTANGAZİ,2
2020,1,Zonguldak Bülent Ecevit Üniversitesi,21,KARTAL,1
2020,1,İstanbul Teknik Üniversitesi,19,KAĞITHANE,7
2020,1,İzmir Katip Çelebi Üniversitesi,22,KÜÇÜKÇEKMECE,1
2019,1,Bilecik Şeyh Edebali Üniversitesi,23,ÜSKÜDAR,1
2019,2,Yıldız Teknik Üniversitesi,20,BEYKOZ,2
2020,1,Dokuz Eylül Üniversitesi,18,KARTAL,1
2019,1,İzmir Bakırçay Üniversitesi,20,KAĞITHANE,1
2019,2,Yalova Üniversitesi,22,BEYOĞLU,1
2019,1,Kırıkkale Üniversitesi,22,PENDİK,1
2019,1,İstanbul Aydın Üniversitesi,20,ESENLER,3
2019,1,Aydın Adnan Menderes,20,GAZİOSMANPAŞA,2
2019,1,Mimar Sinan Güzel Sanatlar Üniversitesi,24,MALTEPE,1
2019,1,İstanbul Aydın Üniversitesi,20,GÜNGÖREN,2
2019,2,Eskişehir Osmangazi Üniversitesi,23,ESENYURT,3
2019,1,Anadolu Üniversitesi,21,BAHÇELİEVLER,2
2020,1,Kırşehir Ahi Evran Üniversitesi,22,SULTANGAZİ,1
2020,1,Aydın Adnan Menderes,19,KARTAL,3
2019,2,Bolu Abant İzzet Baysal Üniversitesi,21,SANCAKTEPE,2
2020,1,Boğaziçi Üniversitesi,22,ÇEKMEKÖY,1
2020,1,Ege Üniversitesi,20,ÇEKMEKÖY,1
2019,1,Necmettin Erbakan Üniversitesi,22,SULTANBEYLİ,1
2020,1,Işık Üniversitesi,19,ÜSKÜDAR,1
2020,1,Eskişehir Teknik Üniversitesi,22,BEYKOZ,1
2020,1,Kütahya Sağlık Bilimleri Üniversitesi,19,ESENYURT,1
2020,1,İstanbul Sabahattin Zaim Üniversitesi,21,ESENYURT,2
2019,2,İstanbul Medipol Üniversitesi,20,ARNAVUTKÖY,2
2019,1,Sakarya Üniversitesi,21,ESENLER,11
2019,2,İstanbul Yeni Yüzyıl Üniversitesi,21,SULTANGAZİ,1
2020,1,Kocaeli Üniversitesi,20,KÜÇÜKÇEKMECE,11
2019,1,İstanbul Okan Üniversitesi,19,KADIKÖY,1
2020,1,Beykoz Üniversitesi,21,BEYLİKDÜZÜ,1
2019,1,Biruni Üniversitesi,22,ESENLER,1
2019,2,Karabük Üniversitesi,21,ESENYURT,4
2019,1,Acıbadem Mehmet Ali Aydınlar Üniversitesi,22,ÇEKMEKÖY,1
2019,1,Bursa Uludağ Üniversitesi,20,ÜSKÜDAR,2
2020,1,Burdur Mehmet Akif Ersoy Üniversitesi,22,ARNAVUTKÖY,1
2019,1,Eskişehir Osmangazi Üniversitesi,25,SULTANBEYLİ,1
2019,1,Selçuk Üniversitesi,21,GÜNGÖREN,1
2019,1,İstinye Üniversitesi,25,ESENYURT,1
2019,2,Bursa Uludağ Üniversitesi,23,SULTANGAZİ,4
2020,1,Çanakkale Onsekiz Mart Üniversitesi,23,GÜNGÖREN,1
2019,2,Karadeniz Teknik Üniversitesi,21,SİLİVRİ,2
2019,2,Aksaray Üniversitesi,23,ÜMRANİYE,1
2020,1,Biruni Üniversitesi,23,SULTANBEYLİ,1
2019,2,Ardahan Üniversitesi,19,ESENYURT,1
2019,2,Atatürk Üniversitesi,22,BEYLİKDÜZÜ,1
2019,1,Muğla Sıtkı Koçman Üniversitesi,21,ESENYURT,3
2020,1,Mimar Sinan Güzel Sanatlar Üniversitesi,21,BAYRAMPAŞA,5
2020,1,Karabük Üniversitesi,20,PENDİK,6
2020,1,Selçuk Üniversitesi,22,BAHÇELİEVLER,1
2020,1,Üsküdar Üniversitesi,22,SULTANBEYLİ,2
2019,1,Hacettepe Üniversitesi,19,BAĞCILAR,1
2019,2,Fatih Sultan Mehmet Vakıf Üniversitesi,22,GAZİOSMANPAŞA,1
2019,2,Süleyman Demirel Üniversitesi,24,ESENLER,1
2020,1,Kütahya Dumlupınar Üniversitesi,23,ESENLER,1
2019,2,Türk-Alman Üniversitesi,19,ATAŞEHİR,1
2019,2,Trakya Üniversitesi,21,EYÜPSULTAN,2
2020,1,Selçuk Üniversitesi,24,GÜNGÖREN,1
2020,1,İstanbul Üniversitesi-Cerrahpaşa,19,ÜMRANİYE,11
2019,1,Ankara Yıldırım Beyazıt Üniversitesi,19,ÇATALCA,1
2020,1,Yalova Üniversitesi,21,GAZİOSMANPAŞA,2
2019,2,Çanakkale Onsekiz Mart Üniversitesi,19,PENDİK,4
2019,1,İstanbul Teknik Üniversitesi,23,FATİH,4
2020,1,Sağlık Bilimleri Üniversitesi,22,KAĞITHANE,4
2020,1,Muğla Sıtkı Koçman Üniversitesi,23,KÜÇÜKÇEKMECE,1
2019,2,Süleyman Demirel Üniversitesi,20,BEYLİKDÜZÜ,1
2019,2,Bezm-İ Âlem Vakıf Üniversitesi,22,FATİH,1
2019,1,Marmara Üniversitesi,20,ÜMRANİYE,20
2020,1,Yeditepe Üniversitesi,20,MALTEPE,2
2020,1,Düzce Üniversitesi,21,BAHÇELİEVLER,6
2019,2,Kocaeli Üniversitesi,20,ESENLER,8
2020,1,Ankara Üniversitesi,22,ÇEKMEKÖY,1
2019,1,Yıldız Teknik Üniversitesi,21,SANCAKTEPE,3
2020,1,Burdur Mehmet Akif Ersoy Üniversitesi,20,ŞİŞLİ,1
2019,1,Bandırma Onyedi Eylül,21,AVCILAR,1
2020,1,İstanbul Yeni Yüzyıl Üniversitesi,20,KAĞITHANE,1
2020,1,Ankara Hacı Bayram Veli Üniversitesi,21,SANCAKTEPE,1
2019,2,Mardin Artuklu Üniversitesi,21,ESENYURT,1
2019,2,Atatürk Üniversitesi,20,BAĞCILAR,2
2020,1,İstanbul Bilgi Üniversitesi,19,GÜNGÖREN,2
2019,1,Harran Üniversitesi,21,ESENYURT,1
2019,1,Yeditepe Üniversitesi,25,BAHÇELİEVLER,1
2020,1,İstanbul Medeniyet Üniversitesi,22,BAHÇELİEVLER,4
2019,2,Ege Üniversitesi,20,KÜÇÜKÇEKMECE,3
2019,1,Kocaeli Üniversitesi,21,BEŞİKTAŞ,1
2020,1,Karadeniz Teknik Üniversitesi,18,KAĞITHANE,1
2019,1,Muğla Sıtkı Koçman Üniversitesi,24,ESENLER,1
2019,2,Ankara Hacı Bayram Veli Üniversitesi,20,ESENYURT,1
2019,1,Kütahya Dumlupınar Üniversitesi,21,SULTANGAZİ,2
2019,2,İhsan Doğramacı Bilkent Üniversitesi,23,ÜMRANİYE,1
2020,1,Ege Üniversitesi,20,GÜNGÖREN,1
2020,1,Gebze Teknik Üniversitesi,21,KAĞITHANE,5
2019,2,İhsan Doğramacı Bilkent Üniversitesi,23,BAŞAKŞEHİR,1
2019,1,Zonguldak Bülent Ecevit Üniversitesi,19,BEYLİKDÜZÜ,1
2020,1,İbn Haldun Üniversitesi,22,ŞİŞLİ,1
2019,2,Hacettepe Üniversitesi,21,ESENYURT,1
2020,1,Mardin Artuklu Üniversitesi,20,PENDİK,1
2020,1,Sivas Cumhuriyet Üniversitesi,20,ÜMRANİYE,2
2020,1,Yalova Üniversitesi,19,ESENYURT,3
2020,1,İstanbul Okan Üniversitesi,21,SULTANBEYLİ,1
2019,2,Bolu Abant İzzet Baysal Üniversitesi,23,KAĞITHANE,1
2020,1,Nevşehir Hacı Bektaş Veli Üniversitesi,20,ESENYURT,1
2019,2,Afyon Kocatepe Üniversitesi,22,KARTAL,1
2019,2,Afyon Kocatepe Üniversitesi,20,ÜMRANİYE,1
2019,1,İstanbul Kent Üniversitesi,20,ESENLER,1
2020,1,Sivas Cumhuriyet Üniversitesi,23,AVCILAR,2
2020,1,İstanbul Teknik Üniversitesi,21,BAHÇELİEVLER,6
2019,2,Marmara Üniversitesi,24,SULTANBEYLİ,1
2019,1,Karabük Üniversitesi,23,MALTEPE,1
2019,2,Kırklareli Üniversitesi,22,ÜSKÜDAR,1
2019,2,Dicle Üniversitesi,24,SİLİVRİ,1
2019,2,Marmara Üniversitesi,24,MALTEPE,11
2019,2,Tekirdağ Namık Kemal,20,ŞİŞLİ,2
2019,1,Türk-Alman Üniversitesi,21,GÜNGÖREN,2
2020,1,Süleyman Demirel Üniversitesi,23,FATİH,1
2020,1,Nişantaşı Üniversitesi,19,KADIKÖY,1
2020,1,Manisa Celâl Bayar Üniversitesi,22,KÜÇÜKÇEKMECE,1
2019,1,Zonguldak Bülent Ecevit Üniversitesi,21,SULTANBEYLİ,2
2019,1,İstanbul Medeniyet Üniversitesi,22,SULTANGAZİ,3
2020,1,Tekirdağ Namık Kemal,23,BEYOĞLU,2
2020,1,Karabük Üniversitesi,22,BEYKOZ,1
2020,1,Anadolu Üniversitesi,23,ÜSKÜDAR,1
2019,2,Ege Üniversitesi,19,SİLİVRİ,1
2020,1,Kırıkkale Üniversitesi,19,SANCAKTEPE,1
2019,2,Adıyaman Üniversitesi,24,SULTANBEYLİ,2
2020,1,Marmara Üniversitesi,24,EYÜPSULTAN,1
2019,1,Girne Amerikan Üniversitesi,20,PENDİK,1
2020,1,Beykent Üniversitesi,23,BAĞCILAR,1
2020,1,Süleyman Demirel Üniversitesi,21,SULTANGAZİ,2
2019,2,Kocaeli Üniversitesi,25,ADALAR,1
2019,1,Burdur Mehmet Akif Ersoy Üniversitesi,20,BEŞİKTAŞ,1
2019,2,Mef Üniversitesi,22,BAHÇELİEVLER,1
2019,1,Boğaziçi Üniversitesi,19,BAYRAMPAŞA,1
2019,2,Selçuk Üniversitesi,20,PENDİK,2
2020,1,Pamukkale Üniversitesi,20,GÜNGÖREN,1
2019,1,Sağlık Bilimleri Üniversitesi,21,TUZLA,2
2019,2,İstanbul Üniversitesi-Cerrahpaşa,22,BAYRAMPAŞA,2
2020,1,Tekirdağ Namık Kemal,25,BAHÇELİEVLER,1
2020,1,Aydın Adnan Menderes,19,SİLİVRİ,1
2020,1,Haliç Üniversitesi,18,ARNAVUTKÖY,1
2020,1,Süleyman Demirel Üniversitesi,21,ÜMRANİYE,1
2019,1,Zonguldak Bülent Ecevit Üniversitesi,21,MALTEPE,3
2020,1,Boğaziçi Üniversitesi,19,ŞİŞLİ,1
2019,2,Muğla Sıtkı Koçman Üniversitesi,22,ATAŞEHİR,1
2020,1,Acıbadem Mehmet Ali Aydınlar Üniversitesi,20,BÜYÜKÇEKMECE,1
2019,2,Altınbaş Üniversitesi,22,ÜSKÜDAR,1
2020,1,İskenderun Teknik Üniversitesi,21,ESENYURT,1
2019,1,Çanakkale Onsekiz Mart Üniversitesi,21,SULTANGAZİ,8
2019,1,İstanbul Kent Üniversitesi,20,GÜNGÖREN,3
2020,1,Koç Üniversitesi,22,BAĞCILAR,1
2020,1,İstanbul Arel Üniversitesi,22,GAZİOSMANPAŞA,1
